,portion1,portion2,portion3,portion4,portion5,portion6,portion7,portion8,portion9,portion10,portion11,portion12,portion13,portion14,portion15,portion16,portion17,portion18,portion19,portion20,portion21,portion22,portion23,portion24,portion25,portion26,portion27,portion28,portion29,portion30,portion31,portion32,portion33,portion34,portion35,portion36,portion37,portion38,portion39,portion40,portion41,portion42
0,0.10015019300115169,0.10854002580975448,0.11573090231851886,0.12273930832066227,0.1523119136361076,0.12277086093202821,0.12105447896225195,0.12201439121191801,0.1237089077640991,0.12221767854749797,0.12457027120285546,0.12319222699566042,0.12420370103528514,0.12341980055170924,0.1250309437386802,0.12644839245798192,0.1303980355141066,0.13479035305284798,0.13498146056220323,0.1325211708766479,0.12961112085289,0.1292295668625968,0.12763548093646987,0.126914121539535,0.12581335046723177,0.12615884867834504,0.12482946451399385,0.1231168693046244,0.12660737705728642,0.1327935304035856,0.11970096961915706,0.11726103447086093,0.1172133335676643,0.1128399491981899,0.11158586969941431,0.10720841694238384,0.10317429195602978,0.09939267918459975,0.09595733205094482,0.09295025825392507,0.0901112667900894,0.0
